district,total_ntd,land_area,main_building_material,building_area,num_room,num_hall,num_toilet,transaction_year,transaction_month,building_age
Neihu District,14000000,40.46,Reinforced concrete construction,117.95,3,2,1,2019,10,1946
Zhongshan Area,13000000,18.01,Reinforced concrete construction,88.14,3,0,3,2019,11,1933
Zhongzheng District,27280000,24.02,Reinforced concrete construction,116.32,3,2,2,2019,11,1943
Zhongzheng District,17000000,25.75,Reinforced concrete construction,74.92,3,2,1,2019,12,1957.272727
Wenshan District,14600000,64.48,Reinforced concrete construction,134.17,3,2,2,2019,11,1956.9375
Wenshan District,14780000,49.63,Reinforced concrete construction,112.03,3,2,2,2019,11,1956.9375
Zhongzheng District,26800000,26.86,Reinforced concrete construction,124.99,3,2,2,2019,11,1944
Wanhua District,15800000,35.6,Reinforced concrete construction,135.99,3,2,2,2019,11,1946
Zhongshan Area,23800000,47.09,Reinforced concrete construction,155.46,3,2,2,2019,11,1930
Neihu District,10400000,26.66,Reinforced concrete construction,88.09,3,2,1,2019,12,1946
Neihu District,14560000,41.21,Reinforced concrete construction,95.04,3,2,1,2019,8,1953
Zhongshan Area,35000000,27.59,Reinforced concrete construction,143.47,3,2,2,2019,11,1946
Neihu District,8360000,22.68,Reinforced concrete construction,73.77,3,2,1,2019,11,1946
Neihu District,17380000,31.42,Reinforced concrete construction,123.76,3,2,2,2019,11,1947
Songshan District,15280000,20.17,Reinforced concrete construction,83.89,3,2,1,2019,11,1949.318182
Songshan District,7000000,11.59,Reinforced concrete construction,58.19,3,2,1,2019,11,1948
Songshan District,14800000,10.47,Reinforced concrete construction,64.52,3,1,1,2019,11,1922
Neihu District,9500000,26.04,Reinforced concrete construction,84.96,3,2,2,2019,12,1935
shihlin,13500000,33.1,Reinforced concrete construction,109.76,3,2,2,2019,11,1953
shihlin,14650000,29,Reinforced concrete construction,110.97,3,2,2,2019,11,1946
shihlin,20200000,16.43,Reinforced concrete construction,122.18,3,2,2,2019,10,1951
Beitou,20250000,21.71,Reinforced concrete construction,111.6,3,2,2,2019,11,1945
Neihu District,4600000,25.84,Reinforced concrete construction,97.85,3,2,1,2019,12,1948
Daan District,31300000,24.71,Reinforced concrete construction,128.15,3,2,2,2019,11,1945
Neihu District,7750000,22.14,Reinforced concrete construction,81.96,3,2,1,2019,10,1946
Zhongshan Area,17400000,23.75,Reinforced concrete construction,67.6,3,2,1,2019,11,1954
Wenshan District,15800000,19.46,Reinforced concrete construction,101,3,2,1,2019,12,1934
Zhongzheng District,20500000,32,Reinforced concrete construction,85.07,3,2,2,2019,10,1951
Songshan District,25500000,44.96,Reinforced concrete construction,147.26,3,2,2,2019,11,1940
Songshan District,59750000,64.03,Reinforced concrete construction,221.51,3,2,2,2019,11,1942
Songshan District,17400000,37.2,Reinforced concrete construction,105.54,3,2,2,2019,11,1947
Songshan District,19800000,37.5,Reinforced concrete construction,94.05,3,2,1,2019,11,1955.176471
Zhongshan Area,23000000,32.39,Reinforced concrete construction,114.01,3,2,2,2019,11,1949
Neihu District,14880000,39.35,Reinforced concrete construction,88.37,3,2,1,2019,10,1949
Neihu District,26000000,31.48,Reinforced concrete construction,111.93,3,2,2,2019,12,1939
Neihu District,15800000,39.86,Reinforced concrete construction,112.32,3,2,2,2019,12,1943
Zhongshan Area,13000000,20.4,Reinforced concrete construction,88.07,3,2,1,2019,12,1952
Wanhua District,16200000,27.09,Reinforced concrete construction,115.3,3,2,2,2019,11,1948
Zhongshan Area,18100000,48.5,Reinforced concrete construction,123.18,3,2,2,2019,11,1955
Xinyi District,11900000,24.16,Reinforced concrete construction,98.2,3,2,2,2019,11,1941
Nangang District,25200000,36.74,Reinforced concrete construction,148,3,2,2,2019,11,1936
Nangang District,11880000,26,Reinforced concrete construction,80.12,3,1,1,2019,11,1955
shihlin,16250000,31.14,Reinforced concrete construction,115.84,3,2,1,2019,11,1947
Daan District,20500000,35.5,Reinforced concrete construction,96.42,3,2,1,2019,12,1959
Wenshan District,17100000,69.44,Reinforced concrete construction,117.02,3,2,2,2019,8,1941
Zhongshan Area,16050000,16.44,Reinforced concrete construction,79.1,3,2,2,2019,12,1949
Zhongshan Area,21680000,30.63,Reinforced concrete construction,134.32,3,2,2,2019,11,1945
Beitou,14800000,32.5,Reinforced concrete construction,109.63,3,2,2,2019,12,1957
Daan District,15000000,30.25,Reinforced concrete construction,86.09,3,2,1,2019,12,1960.071429
Neihu District,10200000,20.16,Reinforced concrete construction,74.53,3,2,1,2019,11,1949
Datong District,13300000,25,Reinforced concrete construction,87.97,3,2,1,2019,12,1958
Daan District,31500000,26.74,Reinforced concrete construction,130.01,3,2,2,2019,11,1943
Songshan District,17650000,46.25,Reinforced concrete construction,117.59,3,2,1,2019,12,1956
Xinyi District,8000000,28.5,Reinforced concrete construction,76.92,3,2,1,2019,10,1952
Nangang District,5700000,21.25,Reinforced concrete construction,61.2,3,2,1,2019,10,1953
Neihu District,45625000,119.07,Reinforced concrete construction,255.55,3,2,3,2019,11,1931
Neihu District,45625000,119.07,Reinforced concrete construction,254.89,3,2,3,2019,11,1931
Datong District,9330000,26.75,Reinforced concrete construction,79.09,3,2,1,2019,11,1955
Wanhua District,6800000,22.53,Reinforced concrete construction,56.13,3,2,1,2019,11,1963
Zhongshan Area,18000000,18.66,Reinforced concrete construction,93.87,3,1,1,2019,11,1945
Neihu District,12750000,28.69,Reinforced concrete construction,86.23,3,2,1,2019,11,1950
Songshan District,28000000,15.16,Reinforced concrete construction,126.12,3,2,2,2019,10,1950
Songshan District,33380000,36.83,Reinforced concrete construction,160.08,3,2,2,2019,12,1947
Neihu District,16500000,35.44,Reinforced concrete construction,118.47,3,2,2,2019,12,1950
Neihu District,16500000,35.44,Reinforced concrete construction,118.47,3,2,2,2019,12,1950
Beitou,11000000,29.58,Reinforced concrete construction,110.76,3,2,2,2019,12,1946
Daan District,7740000,15.6,Reinforced concrete construction,54.32,3,2,2,2019,11,1950
Beitou,23500000,76,Strengthen brickwork,63.19,3,2,2,2019,12,1962
Wanhua District,15400000,6.44,Reinforced concrete construction,70.81,3,0,1,2019,11,1922
Daan District,26250000,10.71,Reinforced concrete construction,102.56,3,2,1,2019,11,1933
Songshan District,4280000,7.79,Reinforced concrete construction,30.46,3,2,2,2019,12,1951
Neihu District,17950000,61.14,Reinforced concrete construction,130.25,3,2,2,2019,9,1934
shihlin,17690000,51.77,Reinforced concrete construction,129.95,3,2,1,2019,11,1958
Beitou,14000000,22.5,Reinforced concrete construction,159.12,3,1,1,2019,12,1949
Daan District,12000000,31.34,Reinforced concrete construction,158.96,3,2,1,2019,11,1947
Beitou,13500000,34.4,Reinforced concrete construction,128.35,3,2,2,2019,12,1945
shihlin,21000000,38.58,Reinforced concrete construction,129.87,3,2,2,2019,11,1950
Zhongshan Area,9300000,26.67,Reinforced concrete construction,115.81,3,2,1,2019,12,1948
Nangang District,19800000,13.82,Reinforced concrete construction,108,3,2,2,2019,11,1932
Songshan District,27000000,14.97,Reinforced concrete construction,129.31,3,2,2,2019,12,1953
Songshan District,16080000,37.75,Reinforced concrete construction,95.98,3,2,1,2019,12,1956
Xinyi District,13000000,33,Reinforced concrete construction,114.25,3,2,1,2019,11,1945.75
Zhongzheng District,26650000,18.92,Reinforced concrete construction,103.67,3,2,2,2019,9,1947
Wanhua District,16200000,21.6,Reinforced concrete construction,100.07,3,2,2,2019,11,1943
Wanhua District,8500000,25.98,Reinforced concrete construction,99.96,3,2,1,2019,12,1956
Wenshan District,11000000,30.81,Reinforced concrete construction,106.69,3,2,2,2019,12,1948
Wenshan District,15000000,36.37,Reinforced concrete construction,107.82,3,2,2,2019,11,1956
Wanhua District,9900000,25.32,Reinforced concrete construction,97.58,3,2,2,2019,12,1942
Zhongzheng District,10800000,6.02,Reinforced concrete construction,69.71,3,0,3,2019,8,1947
Neihu District,8750000,18.64,Reinforced concrete construction,64.19,3,1,1,2019,11,1933
Nangang District,14000000,39,Strengthen brickwork,75.87,3,1,2,2019,11,1960
Nangang District,1500000,5.46,Strengthen brickwork,7.65,3,1,1,2019,11,1945
Nangang District,1500000,7.29,Strengthen brickwork,10.2,3,1,1,2019,11,1945
Xinyi District,18000000,31.18,Reinforced concrete construction,87.72,3,2,2,2019,11,1955
Beitou,13360000,32.25,Reinforced concrete construction,82.46,3,2,1,2019,11,1957
Beitou,7850000,16.2,Reinforced concrete construction,77.57,3,2,2,2019,11,1953
shihlin,29700000,33.27,Reinforced concrete construction,164.03,3,2,2,2019,11,1944
Wanhua District,7000000,23.6,Reinforced concrete construction,99.26,3,2,1,2019,12,1939.833333
shihlin,13380000,25.01,Reinforced concrete construction,94.67,3,2,1,2019,12,1944
Beitou,9000000,48,Strengthen brickwork,78.2,3,1,1,2019,12,1960
Xinyi District,11000000,26.31,Reinforced concrete construction,61.91,3,2,1,2019,11,1956.675
Daan District,21980000,22.66,Reinforced concrete construction,103.71,3,2,2,2019,11,1944
Daan District,14750000,27.14,Reinforced concrete construction,92.24,3,2,2,2019,12,1946.190476
shihlin,13000000,45.75,Reinforced concrete construction,103.89,3,2,1,2019,11,1953
shihlin,22880000,29.3,Reinforced concrete construction,134.94,3,2,2,2019,12,1948
shihlin,23680000,25.2,Reinforced concrete construction,126.08,3,2,2,2019,11,1945
Beitou,13800000,42,Reinforced concrete construction,100.78,3,2,2,2019,12,1958
Beitou,14850000,31,Strengthen brickwork,106.02,3,2,2,2019,12,1960
shihlin,21100000,25.35,Reinforced concrete construction,128.07,3,2,2,2019,11,1945
Songshan District,10450000,33.5,Strengthen brickwork,83.65,3,2,1,2019,11,1955.176471
Neihu District,11800000,21.68,Reinforced concrete construction,75.53,3,2,1,2019,9,1950
Neihu District,12280000,31.73,Reinforced concrete construction,92.52,3,2,1,2019,12,1953
Neihu District,8480000,22.92,Reinforced concrete construction,73,3,1,1,2019,12,1946
Zhongshan Area,9500000,43.31,Reinforced concrete construction,142.84,3,2,2,2019,12,1930
Wenshan District,13580000,35.5,Strengthen brickwork,95.8,3,2,2,2019,11,1962
Wenshan District,9300000,28.7,Reinforced concrete construction,81.37,3,1,1,2019,12,1956.9375
Wanhua District,9500000,36.67,Strengthen brickwork,89.7,3,2,1,2019,12,1959
Neihu District,17200000,47.79,Reinforced concrete construction,126.63,3,2,2,2019,12,1932
Zhongshan Area,18750000,20.54,Reinforced concrete construction,123.65,3,2,2,2019,11,1952
Neihu District,26370000,29.09,Reinforced concrete construction,116.39,3,2,2,2019,12,1935
Nangang District,11000000,37.08,Reinforced concrete construction,132.93,3,2,2,2019,12,1924
Songshan District,20630000,39.94,Reinforced concrete construction,110.01,3,2,2,2019,11,1948
Songshan District,31000000,53.25,Reinforced concrete construction,143.59,3,2,2,2019,12,1960
Neihu District,13300000,34.31,Reinforced concrete construction,88.02,3,2,2,2019,11,1952
Beitou,18680000,36.6,Reinforced concrete construction,118.05,3,2,2,2019,11,1937
Daan District,23800000,17,Reinforced concrete construction,95.66,3,2,2,2019,11,1934
Daan District,14900000,26.05,Reinforced concrete construction,98.22,3,2,2,2019,10,1946.190476
shihlin,8100000,34.96,Reinforced concrete construction,61.55,3,1,1,2019,11,1949
Xinyi District,16200000,28.8,Reinforced concrete construction,99.81,3,2,2,2019,11,1945.75
Zhongshan Area,14560000,22.75,Strengthen brickwork,77.2,3,2,2,2019,12,1963
Wanhua District,10200000,7.78,Reinforced concrete construction,90.99,3,2,2,2019,12,1919
Daan District,37600000,45.74,Reinforced concrete construction,185.29,3,2,2,2019,12,1931
Daan District,8500000,26.5,Reinforced concrete construction,78,3,2,1,2019,12,1960.071429
Beitou,13350000,27.11,Reinforced concrete construction,100.86,3,2,2,2019,12,1944
shihlin,12000000,30.25,Reinforced concrete construction,72.27,3,2,2,2019,12,1952
Songshan District,21180000,23.14,Reinforced concrete construction,109.36,3,2,2,2019,10,1948
Xinyi District,17020000,29.05,Reinforced concrete construction,108.12,3,2,1,2019,11,1940
Nangang District,22750000,21.03,Reinforced concrete construction,138.65,3,2,2,2019,12,1940
Nangang District,15800000,25,Reinforced concrete construction,72.9,3,2,1,2019,12,1953
Neihu District,12000000,30.67,Strengthen brickwork,66.69,3,1,1,2019,12,1962
Neihu District,15100000,28.78,Reinforced concrete construction,106.43,3,2,2,2019,12,1947
Wenshan District,4700000,25.5,Reinforced concrete construction,85.6,3,1,1,2019,11,1937
Wenshan District,12000000,75,Strengthen brickwork,114.44,3,1,1,2019,10,1952.5
Wenshan District,12000000,23.4,Reinforced concrete construction,77.36,3,1,3,2019,10,1950
Neihu District,13360000,26.86,Reinforced concrete construction,88.54,3,2,2,2019,12,1949
Zhongshan Area,16000000,21.56,Reinforced concrete construction,111.45,3,2,2,2019,12,1941
Songshan District,13980000,22.2,Reinforced concrete construction,94.67,3,2,1,2019,12,1945
Songshan District,23350000,37.08,Reinforced concrete construction,124.5,3,2,2,2019,11,1952
Xinyi District,19800000,27.65,Reinforced concrete construction,127.84,3,2,2,2019,11,1941
shihlin,22900000,17.4,Reinforced concrete construction,125.31,3,2,2,2019,12,1952
Beitou,6880000,21.2,Reinforced concrete construction,77.27,3,2,2,2019,12,1953
Beitou,15330000,42.71,Reinforced concrete construction,134.88,3,2,2,2019,11,1957
Wenshan District,11000000,54.72,Reinforced concrete construction,112,3,2,2,2019,12,1944
Neihu District,8300000,18.6,Reinforced concrete construction,68.63,3,2,1,2019,12,1951
Zhongshan Area,16000000,25.02,Reinforced concrete construction,93.64,3,2,2,2019,8,1946
Xinyi District,15880000,28.12,Reinforced concrete construction,98.13,3,2,2,2019,12,1948
shihlin,13500000,28.04,Reinforced concrete construction,105.78,3,2,2,2019,11,1946
Neihu District,4150000,25.88,Reinforced concrete construction,83.68,3,1,1,2019,12,1946
Neihu District,22580000,36.63,Reinforced concrete construction,143.22,3,2,2,2019,12,1931
Daan District,16000000,15.19,Reinforced concrete construction,124.47,3,1,2,2019,11,1942.625
shihlin,9500000,24,Reinforced concrete construction,80.07,3,1,1,2019,12,1954
Songshan District,25000000,29.15,Reinforced concrete construction,102.24,3,2,2,2019,11,1952
Songshan District,27690000,29.64,Reinforced concrete construction,140.67,3,2,2,2019,12,1952
Wanhua District,3400000,16.62,Reinforced concrete construction,56.39,3,2,2,2019,12,1947
Neihu District,19200000,41.19,Reinforced concrete construction,120.1,3,2,2,2019,11,1936
Zhongzheng District,24000000,27.73,Reinforced concrete construction,122.77,3,2,2,2019,12,1947
Zhongshan Area,15620000,16.69,Reinforced concrete construction,96.84,3,1,2,2019,12,1948
Zhongshan Area,25800000,47.09,Reinforced concrete construction,155.69,3,2,2,2019,12,1930
Songshan District,19000000,34.72,Reinforced concrete construction,111.03,3,2,2,2019,9,1944
Xinyi District,17900000,30,Reinforced concrete construction,102.34,3,2,2,2019,12,1956.675
Nangang District,7300000,16.12,Reinforced concrete construction,42.74,3,1,1,2019,12,1957
Xinyi District,8342381,11.98,Reinforced concrete construction,86.96,3,2,2,2019,9,2019
Xinyi District,8000000,23.81,Reinforced concrete construction,60.95,3,2,2,2019,11,1940
Zhongshan Area,13006000,35.5,Reinforced concrete construction,96.4,3,2,1,2019,12,1959
shihlin,13400000,33.12,Reinforced concrete construction,82.41,3,2,2,2019,11,1948
shihlin,17500000,37.25,Reinforced concrete construction,104.88,3,2,2,2019,11,1954
Beitou,23000000,45.75,Reinforced concrete construction,121.02,3,1,1,2019,11,1958
Neihu District,9700000,41.25,Reinforced concrete construction,120.84,3,2,2,2019,11,1952
Daan District,33000000,25.93,Reinforced concrete construction,127.3,3,2,2,2019,12,1947
Beitou,2196194,26.39,Reinforced concrete construction,80.91,3,1,1,2019,12,1948
shihlin,8520000,8.33,Wall type reinforced concrete construction,53.85,3,2,2,2019,11,1949
shihlin,15700000,28.67,Reinforced concrete construction,99.31,3,2,2,2019,12,1951
Daan District,4427600,10.38,Reinforced concrete construction,23.9,3,2,1,2019,12,1960.071429
Beitou,18500000,50.75,Reinforced concrete construction,113.4,3,2,3,2019,12,1954
Nangang District,7000000,19,Reinforced concrete construction,46.03,3,1,1,2019,12,2019
Nangang District,11160000,37,Reinforced concrete construction,103.27,3,2,2,2019,12,1955.6
Nangang District,17100000,30.06,Reinforced concrete construction,115.31,3,2,2,2019,12,1930.714286
Songshan District,19580000,19.89,Reinforced concrete construction,110.11,3,2,2,2019,11,1956
Xinyi District,17980000,35.45,Reinforced concrete construction,135.16,3,2,2,2019,11,1944
Datong District,17500000,31.33,Reinforced concrete construction,163.56,3,2,2,2019,12,1949
Datong District,22300000,25.66,Reinforced concrete construction,143.5,3,2,2,2019,11,1942
Zhongzheng District,25800000,18.66,Reinforced concrete construction,119.72,3,2,2,2019,12,1944
Zhongshan Area,48000000,26.12,Reinforced concrete construction,185.23,3,2,2,2019,12,1944
Neihu District,12850000,34.92,Reinforced concrete construction,125.19,3,2,2,2019,11,1944
Wenshan District,8520000,23.4,Reinforced concrete construction,91.64,3,2,1,2019,12,1947
Wenshan District,7200000,30.5,Reinforced concrete construction,85.39,3,2,2,2019,12,1956.9375
Wenshan District,19800000,32.1,Reinforced concrete construction,117.77,3,1,1,2019,12,1938
Zhongshan Area,11260000,30.75,Reinforced concrete construction,86.25,3,1,1,2019,12,1958
Zhongshan Area,11000000,31.25,Reinforced concrete construction,83.48,3,1,1,2019,12,1958
Zhongshan Area,24500000,52,Reinforced concrete construction,145.98,3,2,2,2019,12,1955
Wanhua District,8160000,16.78,Reinforced concrete construction,59.84,3,1,1,2019,4,1939.833333
Zhongzheng District,37600000,42.08,Reinforced concrete construction,166.32,3,2,2,2019,11,1958
Songshan District,23200000,40.25,Reinforced concrete construction,105.8,3,2,1,2019,12,1958
Nangang District,10500000,30.06,Reinforced concrete construction,115.31,3,1,1,2019,12,1946
Nangang District,9900000,47.67,Reinforced concrete construction,105.37,3,2,1,2019,12,1955.6
Songshan District,16350000,19.79,Reinforced concrete construction,82.9,3,2,1,2019,12,2019
Nangang District,14000000,30.08,Reinforced concrete construction,107.26,3,2,2,2019,12,1943.285714
Beitou,13500000,35.75,Reinforced concrete construction,104.91,3,2,1,2019,12,1957
Beitou,10800000,39.2,Reinforced concrete construction,113.52,3,2,2,2019,10,1939
Daan District,30000000,52.75,Reinforced concrete construction,120.21,3,2,2,2019,11,1960.071429
Zhongshan Area,15000000,6.35,Steel reinforced concrete construction,57.29,3,1,1,2019,12,1924
shihlin,15000000,34.5,Reinforced concrete construction,101.7,3,2,2,2019,11,1954
Daan District,7800000,28.91,Reinforced concrete construction,98.89,3,2,2,2019,11,1950
shihlin,20380000,25.26,Reinforced concrete construction,130.17,3,2,2,2019,12,1946
shihlin,13000000,32.15,Reinforced concrete construction,100.21,3,2,1,2019,11,1951
Daan District,15000000,22.5,Reinforced concrete construction,73.34,3,1,1,2019,11,1960.071429
Xinyi District,16700000,24.99,Reinforced concrete construction,96.71,3,2,2,2019,12,1945.75
Nangang District,14000000,27.55,Reinforced concrete construction,94.68,3,1,2,2019,12,1943.285714
Xinyi District,19000000,30.82,Reinforced concrete construction,127.15,3,2,1,2019,12,1945
Nangang District,13600000,30.4,Reinforced concrete construction,114.8,3,1,2,2019,12,1943.285714
Zhongshan Area,13000000,10.01,Reinforced concrete construction,67.29,3,1,1,2019,12,1923
Wenshan District,9000000,32.5,Reinforced concrete construction,92.79,3,2,2,2019,12,1956.9375
Wenshan District,4200000,23.5,Strengthen brickwork,68.64,3,1,1,2019,12,1956.9375
Neihu District,5471020,24.72,Reinforced concrete construction,87.32,3,1,1,2019,10,1947
Songshan District,23000000,21.5,Reinforced concrete construction,110.73,3,2,2,2019,12,1947
Nangang District,8100000,22.75,Reinforced concrete construction,68.26,3,2,1,2019,12,1955
Xinyi District,62500000,33.51,Reinforced concrete construction,215.16,3,2,2,2019,11,1941
Songshan District,12000000,35.5,Reinforced concrete construction,90.34,3,1,1,2019,12,1946
Neihu District,14300000,26.45,Reinforced concrete construction,96.77,3,2,2,2019,11,1946
Zhongshan Area,17000000,36,Reinforced concrete construction,114.35,3,2,2,2019,12,1951
shihlin,14000000,33.5,Reinforced concrete construction,103.2,3,2,1,2019,12,1954
Beitou,13000000,30.54,Reinforced concrete construction,114.12,3,2,2,2019,12,1946
Beitou,8000000,23.99,Reinforced concrete construction,85.75,3,2,1,2019,12,1950
shihlin,22800000,23.22,Reinforced concrete construction,115.88,3,2,2,2019,12,1945
shihlin,16200000,57.33,Strengthen brickwork,88,3,1,2,2019,12,1958
Daan District,25600000,46.25,Reinforced concrete construction,110.1,3,2,2,2019,12,1960.071429
Neihu District,12880000,24.27,Reinforced concrete construction,109.03,3,2,2,2019,10,1949
Beitou,13300000,23.18,Reinforced concrete construction,126.72,3,2,2,2019,12,1944
Beitou,13500000,36.66,Reinforced concrete construction,127.48,3,2,1,2019,6,1949
Neihu District,16680000,27.47,Reinforced concrete construction,107.52,3,2,2,2019,12,1948
Neihu District,12500000,29.99,Reinforced concrete construction,106.25,3,2,2,2019,12,1946
Neihu District,16700000,30.02,Reinforced concrete construction,109.77,3,2,2,2019,12,1944
Songshan District,26500000,16.33,Reinforced concrete construction,115.7,3,1,2,2019,12,1946
Xinyi District,11350000,28.5,Reinforced concrete construction,70.86,3,1,1,2019,12,1960
Nangang District,11200000,28.3,Reinforced concrete construction,90.55,3,2,1,2019,12,1943.285714
Wanhua District,13700000,32.25,Reinforced concrete construction,80.96,3,2,2,2019,12,1953
Wenshan District,7200000,39.25,Reinforced concrete construction,86.78,3,2,1,2019,12,1959
Wenshan District,12900000,38.51,Reinforced concrete construction,109.01,3,2,2,2019,12,1943
Zhongzheng District,13600000,28.94,Reinforced concrete construction,116.54,3,2,2,2019,12,1945
Wenshan District,9000000,24.12,Reinforced concrete construction,92.4,3,2,2,2019,11,1946
Wenshan District,23600000,36.89,Reinforced concrete construction,180.64,3,1,1,2019,12,1935
Songshan District,30500000,21.58,Reinforced concrete construction,129.81,3,2,2,2019,12,1947
Xinyi District,13500000,25.14,Reinforced concrete construction,99.55,3,2,2,2019,12,1945
Zhongshan Area,18000000,29.2,Reinforced concrete construction,107.13,3,2,2,2019,12,1953
Daan District,23500000,21.91,Reinforced concrete construction,113.11,3,2,2,2019,12,1945
shihlin,14880000,27.74,Reinforced concrete construction,106.2,3,2,2,2019,12,1945
Xinyi District,15300000,32.25,Reinforced concrete construction,91.83,3,2,1,2019,12,1956
Beitou,9500000,40.25,Reinforced concrete construction,106.45,3,2,2,2019,12,1955
shihlin,15500000,35.1,Reinforced concrete construction,98.14,3,2,2,2019,12,1952
Daan District,10000000,8.37,Reinforced concrete construction,39.84,3,2,2,2019,12,1936.9
Daan District,20000000,30.88,Reinforced concrete construction,117.68,3,2,1,2019,12,1948
Daan District,22880000,12.03,Reinforced concrete construction,120.99,3,2,2,2019,12,1946
Zhongshan Area,17500000,34.81,Reinforced concrete construction,110.62,3,2,1,2019,12,1950
Zhongshan Area,13500000,21.07,Reinforced concrete construction,103.42,3,2,2,2019,12,1944
Neihu District,12200000,34,Reinforced concrete construction,94.43,3,2,1,2019,12,1953
Zhongshan Area,17500000,21.2,Reinforced concrete construction,96.52,3,2,2,2019,11,1947
Neihu District,13250000,28.8,Reinforced concrete construction,101.34,3,2,2,2019,11,1948
Songshan District,20000000,35.5,Reinforced concrete construction,96.42,3,2,1,2019,12,1955.176471
Xinyi District,19300000,29.9,Reinforced concrete construction,110.37,3,2,2,2019,12,1945
Xinyi District,4000000,13.19,Reinforced concrete construction,61.99,3,2,2,2019,11,1945
Wenshan District,13200000,42.25,Reinforced concrete construction,113.67,3,2,2,2019,12,1956.9375
Wenshan District,16000000,39.31,Reinforced concrete construction,111.79,3,2,2,2019,9,1940
Wenshan District,13060000,23.07,Reinforced concrete construction,94.88,3,2,1,2019,11,1945.885714
Wanhua District,17200000,23.4,Reinforced concrete construction,110.82,3,2,2,2019,12,1943
Songshan District,4360000,13.4,Strengthen brickwork,33.46,3,2,1,2019,12,1955.176471
Zhongshan Area,17030000,39.75,Reinforced concrete construction,102.45,3,2,2,2019,12,1954
Daan District,20000000,37,Reinforced concrete construction,132.84,3,1,2,2019,11,1946.190476
Datong District,14360000,25.17,Reinforced concrete construction,94.3,3,2,2,2019,12,1959
Daan District,12380000,14.55,Reinforced concrete construction,59.99,3,1,1,2019,12,1932
Wanhua District,12000000,23.4,Reinforced concrete construction,109.97,3,2,2,2019,12,1943
Nangang District,78000000,54.69,Reinforced concrete construction,346.78,3,2,2,2019,12,1918
Datong District,11000000,16.25,Reinforced concrete construction,89.6,3,2,2,2019,12,1947
Wanhua District,20500000,21.39,Reinforced concrete construction,134.94,3,2,2,2019,12,1913
Xinyi District,690000,8.17,Reinforced concrete construction,33.64,3,2,2,2019,12,1950
Zhongshan Area,13880000,21.4,Reinforced concrete construction,72.51,3,2,1,2019,12,1962
shihlin,20550000,15.76,Reinforced concrete construction,118.92,3,2,2,2019,11,1951
shihlin,7800000,43.1,Reinforced concrete construction,108.72,3,2,2,2019,8,1951
Neihu District,10760000,22.28,Reinforced concrete construction,82.18,3,2,2,2019,12,1947
Daan District,27160000,32.38,Reinforced concrete construction,125.72,3,2,2,2019,12,1931.7
shihlin,18500000,32.5,Reinforced concrete construction,103.7,3,2,2,2019,12,1958
Beitou,16800000,45.55,Reinforced concrete construction,143.62,3,2,2,2019,11,1934
shihlin,13500000,28.36,Reinforced concrete construction,112.17,3,2,2,2019,12,1945
Zhongzheng District,20000000,28.56,Reinforced concrete construction,96.3,3,1,1,2019,12,1947
Neihu District,16300000,30.15,Reinforced concrete construction,87.31,3,2,1,2019,11,1952
Neihu District,16980000,26.87,Reinforced concrete construction,114.47,3,2,1,2019,11,1947
Daan District,30000000,31.92,Reinforced concrete construction,117.68,3,2,2,2019,12,1948
Neihu District,17200000,24.27,Reinforced concrete construction,87.87,3,2,2,2019,12,1949
Songshan District,23680000,21.32,Reinforced concrete construction,102.61,3,2,1,2019,12,1951
Xinyi District,22380000,21,Reinforced concrete construction,120.27,3,2,2,2019,12,1940
Songshan District,29500000,12.46,Reinforced concrete construction,150.38,3,2,2,2019,12,1940
Wanhua District,14750000,22.05,Reinforced concrete construction,104.28,3,2,2,2019,12,1943
Wenshan District,19600000,33.5,Strengthen brickwork,105.95,3,2,2,2019,12,1962
Wenshan District,19700000,33.5,Strengthen brickwork,105.95,3,2,2,2019,12,1962
shihlin,23200000,19.73,Reinforced concrete construction,144.23,3,2,2,2019,12,1946
Beitou,39200000,38.56,Reinforced concrete construction,205.24,3,2,3,2019,12,1914
Beitou,10500000,25.25,Reinforced concrete construction,75.16,3,2,2,2019,12,1953
shihlin,18350000,30.01,Reinforced concrete construction,110.27,3,3,3,2019,12,1949
Beitou,11600000,29.2,Reinforced concrete construction,120.66,3,2,2,2019,12,1954
Beitou,12700000,27.57,Reinforced concrete construction,114.73,3,2,2,2019,11,1949
Daan District,56400000,27.6,Reinforced concrete construction,151.32,3,2,2,2019,12,1911
Neihu District,9700000,24.75,Reinforced concrete construction,73.44,3,2,1,2019,12,1956
Wenshan District,18800000,26.79,Reinforced concrete construction,135.84,3,2,2,2019,11,1947
Wenshan District,14500000,34.86,Reinforced concrete construction,102.6,3,2,2,2019,9,1956
Neihu District,18550000,36.12,Reinforced concrete construction,129.05,3,2,2,2019,11,1946
Neihu District,10000000,34.53,Reinforced concrete construction,97.12,3,2,1,2019,12,1950
Zhongshan Area,25500000,22.21,Reinforced concrete construction,132.58,3,2,2,2019,12,1950
Songshan District,15000000,20.68,Reinforced concrete construction,84.12,3,2,1,2019,12,1949.318182
Xinyi District,13750000,20.6,Reinforced concrete construction,86.21,3,1,1,2019,12,1953
Datong District,9380000,26.21,Reinforced concrete construction,94.71,3,2,1,2019,12,1949
Wanhua District,13000000,25,Reinforced concrete construction,97.9,3,2,2,2019,12,1944
Wanhua District,7700000,24,Strengthen brickwork,67.5,3,1,2,2019,12,1960
